Timestamp,Start,End,Walls,Path Length,Agent Type,Noise Level,Max Depth,Success,Nodes Explored,Search Time (μs)
2025-04-28 21:10:34,"(4, 1)","(5, 10)",86,11,Dynamic,N/A,N/A,Yes,15,101
