Timestamp,Start,End,Walls,Path Length,Agent Type,Noise Level,Max Depth,Success,Nodes Explored,Search Time (μs)
2025-04-28 21:39:02,"(11, 5)","(9, 4)",69,-1,Dynamic,N/A,N/A,No,152,761
2025-04-28 21:39:13,"(11, 5)","(14, 5)",83,8,Dynamic,N/A,N/A,Yes,9,75
