Timestamp,Start,End,Walls,Path Length,Agent Type,Noise Level,Max Depth,Success,Nodes Explored,Search Time (μs)
2025-04-28 21:01:49,"(14, 9)","(10, 7)",85,7,Dynamic,N/A,N/A,Yes,7,166
2025-04-28 21:01:59,"(14, 9)","(10, 3)",105,-1,Dynamic,N/A,N/A,No,10,65
