Timestamp,Start,End,Walls,Path Length,Agent Type,Noise Level,Max Depth,Success,Nodes Explored,Search Time (μs)
2025-05-03 00:07:12,"(0, 0)","(10, 11)",75,-1,Depth,N/A,15,No,16,156
